X1,variable,Division_Name,District_Name,District_Code,value,Column,Indicator_v2,Description,Source,Unit
296,Health Index (health_idx),F.A.T.A.,Orakzai,PK237,0.753133642,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
297,Health Index (health_idx),Peshawar,Peshawar,PK219,0.096249969,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
298,Health Index (health_idx),Malakand,Shangla,PK220,0.429888475,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
299,Health Index (health_idx),F.A.T.A.,South Waziristan,PK238,0.79851171,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
300,Health Index (health_idx),Mardan,Swabi,PK221,0.133976281,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
301,Health Index (health_idx),Malakand,Swat,PK222,0.201462971,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
302,Health Index (health_idx),Dera Ismail Khan,Tank,PK229,0.226951822,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
303,Health Index (health_idx),Hazara,Tor Ghar,PK231,0.69449073,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
304,Health Index (health_idx),Malakand,Upper Dir,PK230,0.444890013,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
305,Markets Index (markets_idx),Hazara,Abbottabad,PK201,0.187599823,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
306,Markets Index (markets_idx),F.A.T.A.,Bajaur,PK232,0.228946228,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
307,Markets Index (markets_idx),F.A.T.A.,Bannu,PK202,0.190172483,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
308,Markets Index (markets_idx),Hazara,Batagram,PK203,0.407508536,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
309,Markets Index (markets_idx),Mardan,Buner,PK204,0.205078475,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
310,Markets Index (markets_idx),Peshawar,Charsadda,PK205,0.097997802,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
311,Markets Index (markets_idx),Malakand,Chitral,PK206,0.94140642,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
312,Markets Index (markets_idx),Dera Ismail Khan,Dera Ismail Khan,PK207,0.168925685,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
313,Markets Index (markets_idx),Bannu,FR Bannu,PK239,0.375859061,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
314,Markets Index (markets_idx),Dera Ismail Khan,FR Dera Ismail Khan,PK240,0.529094719,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
315,Markets Index (markets_idx),Kohat,FR Kohat,PK241,0.182603414,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
316,Markets Index (markets_idx),Bannu,FR Lakki Marwat,PK242,0.588237878,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
317,Markets Index (markets_idx),Peshawar,FR Peshawar,PK243,0.512090639,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
318,Markets Index (markets_idx),Dera Ismail Khan,FR Tank,PK244,0.422815756,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
319,Markets Index (markets_idx),Kohat,Hangu,PK208,0.233766129,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
320,Markets Index (markets_idx),Hazara,Haripur,PK209,0.142920873,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
321,Markets Index (markets_idx),Kohat,Karak,PK210,0.251336443,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
322,Markets Index (markets_idx),F.A.T.A.,Khyber,PK233,0.21652214,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
323,Markets Index (markets_idx),Kohat,Kohat,PK211,0.166084616,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
324,Markets Index (markets_idx),Hazara,Kohistan,PK212,1,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
325,Markets Index (markets_idx),F.A.T.A.,Kurram,PK234,0.586610981,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
326,Markets Index (markets_idx),Bannu,Lakki Marwat,PK213,0.206274382,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
327,Markets Index (markets_idx),F.A.T.A.,Lower Dir,PK214,0.153449968,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
328,Markets Index (markets_idx),Malakand,Malakand PA,PK215,0.10915605,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
329,Markets Index (markets_idx),Hazara,Mansehra,PK216,0.199014143,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
330,Markets Index (markets_idx),Mardan,Mardan,PK217,0.078301081,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
331,Markets Index (markets_idx),F.A.T.A.,Mohmand,PK235,0.243802137,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
332,Markets Index (markets_idx),F.A.T.A.,North Waziristan,PK236,0.434605599,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
333,Markets Index (markets_idx),Peshawar,Nowshera,PK218,0.079513876,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
334,Markets Index (markets_idx),F.A.T.A.,Orakzai,PK237,0.622084919,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
335,Markets Index (markets_idx),Peshawar,Peshawar,PK219,0.065540626,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
336,Markets Index (markets_idx),Malakand,Shangla,PK220,0.408554221,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
337,Markets Index (markets_idx),F.A.T.A.,South Waziristan,PK238,0.471155043,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
338,Markets Index (markets_idx),Mardan,Swabi,PK221,0.118516023,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
339,Markets Index (markets_idx),Malakand,Swat,PK222,0.135017324,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
340,Markets Index (markets_idx),Dera Ismail Khan,Tank,PK229,0.161310705,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
341,Markets Index (markets_idx),Hazara,Tor Ghar,PK231,0.586099924,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
342,Markets Index (markets_idx),Malakand,Upper Dir,PK230,0.373820037,F,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
343,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Abbottabad,PK201,0.053786521,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
344,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bajaur,PK232,0.203158942,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
345,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bannu,PK202,0.050199084,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
346,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Batagram,PK203,0.28690387,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
347,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Buner,PK204,0.134526697,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
348,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Peshawar,Charsadda,PK205,0.02867135,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
349,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Chitral,PK206,0.368507732,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
350,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,Dera Ismail Khan,PK207,0.18328931,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
351,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Bannu,FR Bannu,PK239,0.269818745,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
352,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,FR Dera Ismail Khan,PK240,0.386632925,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
353,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,FR Kohat,PK241,0.022775893,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
354,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Bannu,FR Lakki Marwat,PK242,0.254672597,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
355,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Peshawar,FR Peshawar,PK243,0.490492643,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
356,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,FR Tank,PK244,0.083973122,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
357,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Hangu,PK208,0.126369572,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
358,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Haripur,PK209,0.08607327,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
359,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Karak,PK210,0.077099481,M,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
