X1,variable,Division_Name,District_Name,District_Code,Tehsil_Name,Tehsil_Code,value,Column,Indicator_v2,Description,Source,Unit
1033,Markets Index (markets_idx),F.A.T.A.,South Waziristan,PK238,Toi Khulla,PK23801,0.472873062,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1034,Markets Index (markets_idx),Mardan,Swabi,PK221,Topi,PK22101,0.125913704,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1035,Markets Index (markets_idx),Hazara,Tor Ghar,PK231,Tor Ghar,PK23101,0.438650137,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1036,Markets Index (markets_idx),Mardan,Buner,PK204,Totalai,PK20403,0.190741645,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1037,Markets Index (markets_idx),F.A.T.A.,Kurram,PK234,Upper Kurram,PK23402,0.384721346,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1038,Markets Index (markets_idx),F.A.T.A.,Mohmand,PK235,Upper Momand,PK23502,0.287115082,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1039,Markets Index (markets_idx),F.A.T.A.,Orakzai,PK237,Upper Orakzai,PK23701,0.631500522,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1040,Markets Index (markets_idx),F.A.T.A.,Bajaur,PK232,Utman Khel Tehsil,PK23206,0.144697298,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1041,Markets Index (markets_idx),F.A.T.A.,South Waziristan,PK238,Wana,PK23808,0.32624224,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1042,Markets Index (markets_idx),Malakand,Upper Dir,PK230,Wari,PK23004,0.207519723,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1043,Markets Index (markets_idx),Bannu,FR Bannu,PK239,Wazir,PK23901,0.28574975,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1044,Markets Index (markets_idx),F.A.T.A.,Mohmand,PK235,Yaka Ghund,PK23506,0.092911018,H,Market Inaccessibility Index,Index indicating relative access to markets. Higher values indicate lower accessibility.,"Market locations: World Bank, manual digitization, 2021; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
1045,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Abbottabad,PK201,Abbottabad,PK20101,0.041009108,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1046,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Batagram,PK203,Alai,PK20301,0.511267699,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1047,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Shangla,PK220,Alpuri,PK22003,0.276480163,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1048,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Mohmand,PK235,Ambar Utman Khel,PK23501,0.072126395,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1049,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Babuzai,PK22209,0.049923463,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1050,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Bahrain,PK22202,0.134223892,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1051,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Mansehra,PK216,Balakot,PK21601,0.103622498,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1052,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,Karak,PK210,Banda Daud Shah,PK21001,0.133107404,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1053,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bannu,PK202,Bannu,PK20202,0.059509986,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1054,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bajaur,PK232,Bar Chamarkand,PK23202,0.358278194,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1055,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Khyber,PK233,Bara,PK23302,0.08153453,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1056,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bajaur,PK232,Barang,PK23201,0.57306638,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1057,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Upper Dir,PK230,Barawal,PK23003,0.185263389,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1058,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Barikot,PK22207,0.047219511,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1059,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Batagram,PK203,Batagram,PK20302,0.066270985,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1060,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Bannu,FR Lakki Marwat,PK242,Bettani,PK24201,0.239640968,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1061,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,South Waziristan,PK238,Birmal,PK23802,0.252081116,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1062,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Shangla,PK220,Bisham,PK22004,0.263078173,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1063,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Kurram,PK234,Central Kurram,PK23401,0.250244885,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1064,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Orakzai,PK237,Central Orakzai,PK23703,0.098882653,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1065,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Buner,PK204,Chagharzai,PK20401,0.175819023,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1066,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Buner,PK204,Chamla,PK20402,0.130199226,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1067,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Swat,PK222,Charbagh,PK22205,0.031737141,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1068,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Peshawar,Charsadda,PK205,Charsadda,PK20502,0.019128516,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1069,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Shangla,PK220,Chiksar,PK22002,0.295442613,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1070,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Chitral,PK206,Chitral,PK20602,0.220020026,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1071,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Buner,PK204,Daggar,PK20405,0.075920615,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1072,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,Dera Ismail Khan,PK207,Daraban,PK20701,0.281510274,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1073,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Kohat,FR Kohat,PK241,Darra Adam Khel,PK24101,0.027346277,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1074,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Kohistan,PK212,Dassu,PK21201,0.554435645,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1075,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,North Waziristan,PK236,Data Khel,PK23601,0.438767165,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1076,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,Dera Ismail Khan,PK207,Dera Ismail Khan,PK20703,0.103949142,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1077,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Malakand,Upper Dir,PK230,Dir,PK23002,0.170668027,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1078,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,Bannu,PK202,Domel,PK20201,0.016277799,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1079,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,North Waziristan,PK236,Dossali,PK23606,0.117847259,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1080,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Dera Ismail Khan,FR Dera Ismail Khan,PK240,Drazanda,PK24001,0.371275607,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1081,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Mardan,Buner,PK204,Gagra,PK20406,0.0418994,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1082,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,North Waziristan,PK236,Garyum,PK23602,0.41408793,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1083,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",Hazara,Haripur,PK209,Ghazi,PK20901,0.117930587,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
1084,"Weighted Gender Difference in travel time to school, primary 40%, middle 40%, high 20% (weighted_educ_diff)",F.A.T.A.,North Waziristan,PK236,Ghulam Khan,PK23603,-0.006938317,O,"Additional travel time to school for girls (person-hours), primary- and middle-preferred","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with prinary and middle school weighed doubly compared to high school","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
