X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
1968,Population_share_exposed_aerosol,Hazara,Tor Ghar,Tor Ghar,0,N,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,Share of total tehsil population residing in quintile with highest UV Aerosol Index scores during the monsoon season,Percentage of tehsil population
1969,Population_share_exposed_aerosol,Malakand,Upper Dir,Barawal,0,N,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,Share of total tehsil population residing in quintile with highest UV Aerosol Index scores during the monsoon season,Percentage of tehsil population
1970,Population_share_exposed_aerosol,Malakand,Upper Dir,Dir,0,N,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,Share of total tehsil population residing in quintile with highest UV Aerosol Index scores during the monsoon season,Percentage of tehsil population
1971,Population_share_exposed_aerosol,Malakand,Upper Dir,Kalkot,0.179253839,N,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,Share of total tehsil population residing in quintile with highest UV Aerosol Index scores during the monsoon season,Percentage of tehsil population
1972,Population_share_exposed_aerosol,Malakand,Upper Dir,Wari,0,N,TROPOMI Level 2 Products 2021. Available  at: http://www.tropomi.eu/data-products/uv-aerosol-index,Share of total tehsil population residing in quintile with highest UV Aerosol Index scores during the monsoon season,Percentage of tehsil population
1973,Population_share_exposed_drought_wetness,Hazara,Abbottabad,Abbottabad,87.30447983,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1974,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Bar Chamarkand,56.59620281,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1975,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Barang,0,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1976,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Khar,7.444033227,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1977,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Mamund,78.64076898,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1978,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Nawagai,95.72610437,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1979,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Salarzai Tehsil,28.78977058,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1980,Population_share_exposed_drought_wetness,F.A.T.A.,Bajaur,Utman Khel Tehsil,0,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1981,Population_share_exposed_drought_wetness,F.A.T.A.,Bannu,Bannu,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1982,Population_share_exposed_drought_wetness,F.A.T.A.,Bannu,Domel,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1983,Population_share_exposed_drought_wetness,Hazara,Batagram,Alai,41.12575194,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1984,Population_share_exposed_drought_wetness,Hazara,Batagram,Batagram,22.6548819,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1985,Population_share_exposed_drought_wetness,Mardan,Buner,Chagharzai,35.00231634,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1986,Population_share_exposed_drought_wetness,Mardan,Buner,Chamla,97.10600005,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1987,Population_share_exposed_drought_wetness,Mardan,Buner,Daggar,34.29278797,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1988,Population_share_exposed_drought_wetness,Mardan,Buner,Gagra,79.00128826,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1989,Population_share_exposed_drought_wetness,Mardan,Buner,Pir Baba/ Gadaizi,14.21340789,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1990,Population_share_exposed_drought_wetness,Mardan,Buner,Totalai,99.40707998,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1991,Population_share_exposed_drought_wetness,Peshawar,Charsadda,Charsadda,57.59435837,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1992,Population_share_exposed_drought_wetness,Peshawar,Charsadda,Tangi,19.67778761,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1993,Population_share_exposed_drought_wetness,Malakand,Chitral,Chitral,4.046632957,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1994,Population_share_exposed_drought_wetness,Malakand,Chitral,Mastuj,26.8202834,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1995,Population_share_exposed_drought_wetness,Dera Ismail Khan,Dera Ismail Khan,Daraban,98.55192921,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1996,Population_share_exposed_drought_wetness,Dera Ismail Khan,Dera Ismail Khan,Dera Ismail Khan,95.56562769,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1997,Population_share_exposed_drought_wetness,Dera Ismail Khan,Dera Ismail Khan,Kulachi,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1998,Population_share_exposed_drought_wetness,Dera Ismail Khan,Dera Ismail Khan,Paharpur,98.46378109,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
1999,Population_share_exposed_drought_wetness,Bannu,FR Bannu,Wazir,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2000,Population_share_exposed_drought_wetness,Dera Ismail Khan,FR Dera Ismail Khan,Drazanda,96.36280779,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2001,Population_share_exposed_drought_wetness,Kohat,FR Kohat,Darra Adam Khel,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2002,Population_share_exposed_drought_wetness,Bannu,FR Lakki Marwat,Bettani,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2003,Population_share_exposed_drought_wetness,Peshawar,FR Peshawar,Hassan Khel,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2004,Population_share_exposed_drought_wetness,Dera Ismail Khan,FR Tank,Jandola,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2005,Population_share_exposed_drought_wetness,Kohat,Hangu,Hangu,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2006,Population_share_exposed_drought_wetness,Kohat,Hangu,Tall,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2007,Population_share_exposed_drought_wetness,Hazara,Haripur,Ghazi,96.16972216,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2008,Population_share_exposed_drought_wetness,Hazara,Haripur,Haripur,97.52610612,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2009,Population_share_exposed_drought_wetness,Kohat,Karak,Banda Daud Shah,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2010,Population_share_exposed_drought_wetness,Kohat,Karak,Karak,98.45951291,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2011,Population_share_exposed_drought_wetness,Kohat,Karak,Takht E Nasrati,99.09473713,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2012,Population_share_exposed_drought_wetness,F.A.T.A.,Khyber,Bara,99.8608042,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2013,Population_share_exposed_drought_wetness,F.A.T.A.,Khyber,Jamrud,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2014,Population_share_exposed_drought_wetness,F.A.T.A.,Khyber,Landi Kotal,98.31417798,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2015,Population_share_exposed_drought_wetness,Kohat,Kohat,Kohat,99.84346599,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2016,Population_share_exposed_drought_wetness,Kohat,Kohat,Lachi,97.57964015,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2017,Population_share_exposed_drought_wetness,Hazara,Kohistan,Dassu,0.00432868,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2018,Population_share_exposed_drought_wetness,Hazara,Kohistan,Palas,0,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2019,Population_share_exposed_drought_wetness,Hazara,Kohistan,Pattan,0.927699439,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2020,Population_share_exposed_drought_wetness,F.A.T.A.,Kurram,Central Kurram,98.57727699,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2021,Population_share_exposed_drought_wetness,F.A.T.A.,Kurram,Lower Kurram,98.52377452,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2022,Population_share_exposed_drought_wetness,F.A.T.A.,Kurram,Upper Kurram,97.04215117,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2023,Population_share_exposed_drought_wetness,Bannu,Lakki Marwat,Lakki Marwat,99.79943568,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2024,Population_share_exposed_drought_wetness,Bannu,Lakki Marwat,Sarai Naurang,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2025,Population_share_exposed_drought_wetness,Malakand,Lower Dir,Samar Bagh,1.385212437,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2026,Population_share_exposed_drought_wetness,Malakand,Lower Dir,Timergara,42.83248136,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2027,Population_share_exposed_drought_wetness,Malakand,Malakand PA,Sam Ranizai,92.44075616,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2028,Population_share_exposed_drought_wetness,Malakand,Malakand PA,Swat Ranizai,9.143172579,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2029,Population_share_exposed_drought_wetness,Hazara,Mansehra,Balakot,30.36187494,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2030,Population_share_exposed_drought_wetness,Hazara,Mansehra,Mansehra,86.21654719,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2031,Population_share_exposed_drought_wetness,Hazara,Mansehra,Oghi,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2032,Population_share_exposed_drought_wetness,Mardan,Mardan,Katlang,99.69129797,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2033,Population_share_exposed_drought_wetness,Mardan,Mardan,Mardan,98.92994432,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2034,Population_share_exposed_drought_wetness,Mardan,Mardan,Takht Bhai,82.44400535,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2035,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Ambar Utman Khel,35.807252,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2036,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Halimzai,97.97700629,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2037,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Pindiali,71.81351217,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2038,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Prang Ghar,32.31600166,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2039,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Safi,99.12334412,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2040,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Upper Momand,94.55849,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2041,Population_share_exposed_drought_wetness,F.A.T.A.,Mohmand,Yaka Ghund,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2042,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Data Khel,96.24994754,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2043,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Dossali,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2044,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Garyum,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2045,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Ghulam Khan,86.40938254,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2046,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Mir Ali,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2047,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Miran Shah,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2048,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Razmak,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2049,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Shewa,99.66805741,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2050,Population_share_exposed_drought_wetness,F.A.T.A.,North Waziristan,Spinwam,97.52922804,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2051,Population_share_exposed_drought_wetness,Peshawar,Nowshera,Nowshera,98.17533023,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
2052,Population_share_exposed_drought_wetness,Peshawar,Nowshera,Pabbi,100,K,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,Share of total tehsil population residing in an area with an average Palmer Drought Severity Index Score smaller than -1 (abnormal drought) or greater than +1 (abnormal wetness) for the 2011-2020 decade.,Percentage of tehsil population
